,Unnamed: 0,traveller_id,wt_css_o,wt_css_d,wt_css,cs_duration,walking_duration,public_duration,bicycling_duration,taxi_duration,purpose,bike_ownership
494,393,t393,6.0,4.0,10.0,13 mins,1 hour 4 mins,28 mins,18 mins,15 mins,leisure,yes
495,462,t462,5.0,7.0,12.0,14 mins,1 hour 4 mins,34 mins,18 mins,14 mins,leisure,yes
496,825,t825,5.0,8.0,13.0,19 mins,1 hour 4 mins,29 mins,18 mins,19 mins,commuting,yes
497,964,t964,6.0,2.0,8.0,11 mins,1 hour 4 mins,24 mins,20 mins,11 mins,commuting,yes
498,1354,t1434,2.0,7.0,9.0,16 mins,1 hour 4 mins,16 mins,20 mins,14 mins,errand,yes
499,1394,t1474,4.0,6.0,10.0,14 mins,1 hour 4 mins,32 mins,19 mins,15 mins,commuting,yes
500,148,t148,4.0,2.0,6.0,25 mins,1 hour 40 mins,42 mins,29 mins,22 mins,errand,yes
501,325,t325,7.0,2.0,9.0,19 mins,1 hour 40 mins,34 mins,29 mins,20 mins,errand,yes
502,502,t502,5.0,5.0,10.0,18 mins,1 hour 40 mins,22 mins,28 mins,21 mins,leisure,yes
503,1004,t1084,6.0,6.0,12.0,24 mins,1 hour 40 mins,43 mins,28 mins,23 mins,commuting,yes
504,1042,t1122,6.0,6.0,12.0,24 mins,1 hour 40 mins,43 mins,28 mins,23 mins,commuting,no
505,1123,t1203,2.0,4.0,6.0,20 mins,1 hour 40 mins,39 mins,27 mins,17 mins,errand,yes
506,1228,t1308,6.0,6.0,12.0,25 mins,1 hour 40 mins,42 mins,28 mins,23 mins,leisure,yes
507,1229,t1309,6.0,6.0,12.0,25 mins,1 hour 40 mins,42 mins,28 mins,23 mins,commuting,yes
508,1423,t1503,4.0,2.0,6.0,19 mins,1 hour 40 mins,38 mins,29 mins,17 mins,leisure,yes
509,118,t118,4.0,1.0,5.0,24 mins,1 hour 41 mins,40 mins,28 mins,21 mins,leisure,yes
510,545,t545,3.0,7.0,10.0,20 mins,1 hour 41 mins,26 mins,29 mins,21 mins,errand,yes
511,1084,t1164,2.0,6.0,8.0,20 mins,1 hour 41 mins,36 mins,28 mins,19 mins,errand,no
512,1166,t1246,2.0,4.0,6.0,25 mins,1 hour 41 mins,39 mins,28 mins,22 mins,commuting,yes
513,1424,t1504,4.0,2.0,6.0,19 mins,1 hour 41 mins,38 mins,31 mins,16 mins,leisure,yes
514,1446,t1526,7.0,3.0,10.0,21 mins,1 hour 41 mins,31 mins,29 mins,23 mins,commuting,yes
515,41,t41,1.0,4.0,5.0,24 mins,1 hour 42 mins,39 mins,30 mins,23 mins,leisure,yes
516,147,t147,4.0,5.0,9.0,25 mins,1 hour 42 mins,45 mins,29 mins,25 mins,leisure,yes
517,156,t156,8.0,6.0,14.0,20 mins,1 hour 42 mins,33 mins,29 mins,20 mins,business,yes
518,1122,t1202,2.0,6.0,8.0,20 mins,1 hour 42 mins,36 mins,28 mins,18 mins,errand,yes
519,1266,t1346,7.0,10.0,17.0,18 mins,1 hour 42 mins,43 mins,29 mins,16 mins,commuting,no
520,1296,t1376,5.0,5.0,10.0,20 mins,1 hour 42 mins,29 mins,32 mins,22 mins,leisure,yes
521,1334,t1414,2.0,5.0,7.0,20 mins,1 hour 42 mins,29 mins,32 mins,22 mins,business,yes
522,2,t2,6.0,4.0,10.0,24 mins,1 hour 43 mins,41 mins,31 mins,23 mins,commuting,yes
523,3,t3,6.0,8.0,14.0,21 mins,1 hour 43 mins,34 mins,29 mins,20 mins,leisure,yes
524,42,t42,1.0,8.0,9.0,21 mins,1 hour 43 mins,32 mins,29 mins,20 mins,business,yes
525,79,t79,6.0,1.0,7.0,24 mins,1 hour 43 mins,35 mins,29 mins,23 mins,leisure,yes
526,109,t109,6.0,2.0,8.0,25 mins,1 hour 43 mins,48 mins,30 mins,23 mins,errand,yes
527,117,t117,4.0,6.0,10.0,24 mins,1 hour 43 mins,42 mins,31 mins,22 mins,errand,no
528,131,t131,4.0,6.0,10.0,23 mins,1 hour 43 mins,47 mins,28 mins,22 mins,errand,yes
529,157,t157,8.0,1.0,9.0,20 mins,1 hour 43 mins,31 mins,29 mins,19 mins,commuting,yes
530,563,t563,2.0,7.0,9.0,21 mins,1 hour 43 mins,43 mins,32 mins,21 mins,leisure,yes
531,697,t697,5.0,5.0,10.0,21 mins,1 hour 43 mins,31 mins,33 mins,21 mins,commuting,no
532,698,t698,5.0,2.0,7.0,21 mins,1 hour 43 mins,31 mins,34 mins,20 mins,errand,yes
533,1128,t1208,5.0,4.0,9.0,25 mins,1 hour 43 mins,43 mins,30 mins,24 mins,errand,yes
534,1165,t1245,2.0,6.0,8.0,25 mins,1 hour 43 mins,42 mins,29 mins,23 mins,commuting,yes
535,1265,t1345,7.0,11.0,18.0,18 mins,1 hour 43 mins,44 mins,27 mins,16 mins,leisure,yes
536,1285,t1365,5.0,8.0,13.0,23 mins,1 hour 43 mins,25 mins,28 mins,24 mins,business,yes
537,1384,t1464,6.0,2.0,8.0,19 mins,1 hour 43 mins,34 mins,30 mins,17 mins,leisure,no
538,40,t40,1.0,6.0,7.0,24 mins,1 hour 44 mins,37 mins,31 mins,24 mins,errand,yes
539,108,t108,6.0,5.0,11.0,25 mins,1 hour 44 mins,51 mins,30 mins,26 mins,leisure,yes
540,268,t268,8.0,5.0,13.0,25 mins,1 hour 44 mins,28 mins,30 mins,25 mins,commuting,yes
541,577,t577,2.0,2.0,4.0,20 mins,1 hour 44 mins,49 mins,30 mins,20 mins,errand,no
542,588,t588,6.0,4.0,10.0,23 mins,1 hour 44 mins,49 mins,29 mins,24 mins,leisure,yes
543,716,t716,7.0,2.0,9.0,21 mins,1 hour 44 mins,43 mins,35 mins,20 mins,leisure,yes
544,1286,t1366,5.0,7.0,12.0,23 mins,1 hour 44 mins,25 mins,29 mins,25 mins,commuting,yes
545,1323,t1403,2.0,8.0,10.0,23 mins,1 hour 44 mins,25 mins,29 mins,24 mins,errand,yes
546,1385,t1465,6.0,2.0,8.0,19 mins,1 hour 44 mins,35 mins,31 mins,17 mins,errand,yes
547,78,t78,6.0,6.0,12.0,24 mins,1 hour 45 mins,38 mins,32 mins,24 mins,commuting,yes
548,269,t269,8.0,2.0,10.0,25 mins,1 hour 45 mins,28 mins,30 mins,25 mins,leisure,yes
549,307,t307,7.0,5.0,12.0,25 mins,1 hour 45 mins,28 mins,30 mins,25 mins,leisure,yes
550,576,t576,2.0,5.0,7.0,20 mins,1 hour 45 mins,54 mins,30 mins,23 mins,leisure,yes
551,1127,t1207,5.0,6.0,11.0,25 mins,1 hour 45 mins,46 mins,30 mins,25 mins,commuting,yes
552,1177,t1257,2.0,2.0,4.0,20 mins,1 hour 45 mins,52 mins,31 mins,21 mins,leisure,yes
553,1181,t1261,2.0,7.0,9.0,22 mins,1 hour 45 mins,32 mins,28 mins,20 mins,errand,yes
554,1226,t1306,6.0,11.0,17.0,18 mins,1 hour 45 mins,44 mins,26 mins,14 mins,leisure,yes
555,1227,t1307,6.0,10.0,16.0,18 mins,1 hour 45 mins,43 mins,27 mins,14 mins,commuting,yes
556,1324,t1404,2.0,7.0,9.0,23 mins,1 hour 45 mins,26 mins,29 mins,25 mins,leisure,yes
557,1,t1,6.0,6.0,12.0,24 mins,1 hour 46 mins,40 mins,31 mins,24 mins,errand,yes
558,92,t92,6.0,6.0,12.0,23 mins,1 hour 46 mins,51 mins,29 mins,24 mins,leisure,no
559,150,t150,4.0,7.0,11.0,23 mins,1 hour 46 mins,39 mins,28 mins,23 mins,errand,no
560,308,t308,7.0,2.0,9.0,25 mins,1 hour 46 mins,28 mins,31 mins,25 mins,errand,yes
561,506,t506,5.0,7.0,12.0,20 mins,1 hour 46 mins,25 mins,29 mins,25 mins,errand,yes
562,587,t587,6.0,6.0,12.0,23 mins,1 hour 46 mins,52 mins,29 mins,25 mins,leisure,yes
563,733,t733,7.0,2.0,9.0,22 mins,1 hour 46 mins,33 mins,28 mins,21 mins,leisure,yes
564,1139,t1219,5.0,2.0,7.0,20 mins,1 hour 46 mins,56 mins,31 mins,23 mins,commuting,yes
565,1243,t1323,7.0,4.0,11.0,22 mins,1 hour 46 mins,40 mins,30 mins,22 mins,errand,yes
566,1445,t1525,7.0,5.0,12.0,21 mins,1 hour 46 mins,30 mins,29 mins,25 mins,errand,yes
567,267,t267,8.0,7.0,15.0,25 mins,1 hour 47 mins,45 mins,29 mins,24 mins,leisure,yes
568,1246,t1326,7.0,8.0,15.0,25 mins,1 hour 47 mins,43 mins,27 mins,25 mins,business,no
569,111,t111,6.0,7.0,13.0,23 mins,1 hour 48 mins,37 mins,29 mins,24 mins,errand,yes
570,195,t195,3.0,6.0,9.0,20 mins,1 hour 48 mins,35 mins,29 mins,21 mins,leisure,yes
571,562,t562,2.0,5.0,7.0,21 mins,1 hour 48 mins,44 mins,34 mins,23 mins,leisure,yes
572,732,t732,7.0,5.0,12.0,22 mins,1 hour 48 mins,35 mins,29 mins,22 mins,errand,no
573,1086,t1166,2.0,7.0,9.0,20 mins,1 hour 48 mins,34 mins,30 mins,20 mins,errand,yes
574,1124,t1204,2.0,7.0,9.0,20 mins,1 hour 48 mins,34 mins,30 mins,19 mins,leisure,yes
575,1143,t1223,5.0,7.0,12.0,22 mins,1 hour 48 mins,34 mins,29 mins,22 mins,errand,yes
576,149,t149,4.0,6.0,10.0,23 mins,1 hour 49 mins,50 mins,29 mins,19 mins,errand,no
577,196,t196,3.0,1.0,4.0,20 mins,1 hour 49 mins,32 mins,29 mins,20 mins,business,yes
578,306,t306,7.0,7.0,14.0,25 mins,1 hour 49 mins,44 mins,30 mins,25 mins,errand,yes
579,677,t677,5.0,2.0,7.0,21 mins,1 hour 49 mins,44 mins,36 mins,21 mins,commuting,no
580,1204,t1284,6.0,4.0,10.0,22 mins,1 hour 49 mins,42 mins,30 mins,19 mins,leisure,yes
581,1242,t1322,7.0,6.0,13.0,22 mins,1 hour 49 mins,37 mins,30 mins,23 mins,commuting,no
582,1247,t1327,7.0,7.0,14.0,25 mins,1 hour 49 mins,44 mins,27 mins,26 mins,leisure,yes
583,1462,t1542,7.0,2.0,9.0,19 mins,1 hour 49 mins,33 mins,33 mins,19 mins,leisure,yes
584,1463,t1543,7.0,2.0,9.0,19 mins,1 hour 49 mins,33 mins,34 mins,19 mins,commuting,yes
585,64,t64,1.0,10.0,11.0,14 mins,1 hour 5 mins,20 mins,19 mins,17 mins,leisure,yes
586,254,t254,8.0,5.0,13.0,20 mins,1 hour 5 mins,32 mins,19 mins,22 mins,leisure,yes
587,355,t355,8.0,8.0,16.0,16 mins,1 hour 5 mins,23 mins,21 mins,13 mins,leisure,yes
588,446,t446,5.0,7.0,12.0,16 mins,1 hour 5 mins,36 mins,20 mins,16 mins,commuting,no
589,530,t530,3.0,6.0,9.0,14 mins,1 hour 5 mins,19 mins,20 mins,15 mins,errand,yes
590,549,t549,2.0,4.0,6.0,14 mins,1 hour 5 mins,43 mins,18 mins,13 mins,leisure,yes
591,713,t713,7.0,5.0,12.0,17 mins,1 hour 5 mins,30 mins,21 mins,16 mins,errand,yes
592,910,t910,6.0,3.0,9.0,15 mins,1 hour 5 mins,21 mins,20 mins,14 mins,errand,yes
593,925,t925,6.0,2.0,8.0,11 mins,1 hour 5 mins,24 mins,20 mins,11 mins,commuting,yes
594,926,t926,6.0,2.0,8.0,11 mins,1 hour 5 mins,24 mins,20 mins,10 mins,leisure,yes
595,949,t949,6.0,3.0,9.0,15 mins,1 hour 5 mins,21 mins,20 mins,14 mins,business,yes
596,965,t965,6.0,2.0,8.0,11 mins,1 hour 5 mins,25 mins,20 mins,11 mins,commuting,yes
597,1189,t1269,2.0,10.0,12.0,10 mins,1 hour 5 mins,20 mins,16 mins,7 mins,leisure,yes
598,1469,t1549,7.0,2.0,9.0,15 mins,1 hour 5 mins,16 mins,19 mins,14 mins,errand,yes
599,4,t4,6.0,3.0,9.0,21 mins,1 hour 50 mins,36 mins,33 mins,22 mins,errand,yes
600,43,t43,1.0,3.0,4.0,21 mins,1 hour 50 mins,34 mins,32 mins,22 mins,errand,yes
601,1037,t1117,6.0,10.0,16.0,21 mins,1 hour 50 mins,32 mins,31 mins,24 mins,commuting,yes
602,1180,t1260,2.0,5.0,7.0,22 mins,1 hour 50 mins,35 mins,30 mins,22 mins,leisure,yes
603,1207,t1287,6.0,8.0,14.0,25 mins,1 hour 50 mins,40 mins,27 mins,23 mins,leisure,yes
604,33,t33,6.0,7.0,13.0,24 mins,1 hour 51 mins,53 mins,33 mins,24 mins,commuting,yes
605,110,t110,6.0,6.0,12.0,23 mins,1 hour 51 mins,39 mins,29 mins,20 mins,commuting,yes
606,266,t266,8.0,6.0,14.0,25 mins,1 hour 51 mins,43 mins,30 mins,24 mins,errand,yes
607,561,t561,2.0,3.0,5.0,22 mins,1 hour 51 mins,49 mins,33 mins,22 mins,errand,yes
608,638,t638,3.0,2.0,5.0,24 mins,1 hour 51 mins,47 mins,34 mins,23 mins,errand,yes
609,694,t694,5.0,2.0,7.0,22 mins,1 hour 51 mins,35 mins,30 mins,22 mins,leisure,yes
610,1036,t1116,6.0,11.0,17.0,21 mins,1 hour 51 mins,32 mins,30 mins,23 mins,errand,no
611,1240,t1320,7.0,6.0,13.0,24 mins,1 hour 51 mins,44 mins,32 mins,25 mins,leisure,yes
612,305,t305,7.0,6.0,13.0,25 mins,1 hour 52 mins,43 mins,30 mins,25 mins,errand,no
613,1203,t1283,6.0,6.0,12.0,22 mins,1 hour 52 mins,44 mins,31 mins,20 mins,errand,no
614,1208,t1288,6.0,7.0,13.0,25 mins,1 hour 52 mins,40 mins,27 mins,24 mins,leisure,no
615,72,t72,1.0,7.0,8.0,24 mins,1 hour 53 mins,48 mins,32 mins,24 mins,leisure,yes
616,693,t693,5.0,5.0,10.0,22 mins,1 hour 53 mins,37 mins,31 mins,23 mins,commuting,no
617,1142,t1222,5.0,5.0,10.0,22 mins,1 hour 53 mins,36 mins,32 mins,24 mins,leisure,yes
618,1241,t1321,7.0,1.0,8.0,24 mins,1 hour 53 mins,42 mins,31 mins,24 mins,errand,no
619,1280,t1360,5.0,1.0,6.0,22 mins,1 hour 53 mins,21 mins,31 mins,23 mins,commuting,yes
620,34,t34,6.0,5.0,11.0,24 mins,1 hour 54 mins,24 mins,32 mins,25 mins,errand,no
621,73,t73,1.0,5.0,6.0,24 mins,1 hour 54 mins,22 mins,31 mins,24 mins,leisure,no
622,1279,t1359,5.0,6.0,11.0,22 mins,1 hour 54 mins,24 mins,32 mins,23 mins,errand,yes
623,32,t32,6.0,6.0,12.0,24 mins,1 hour 55 mins,47 mins,33 mins,22 mins,commuting,yes
624,1055,t1135,2.0,8.0,10.0,26 mins,1 hour 55 mins,48 mins,31 mins,27 mins,leisure,no
625,1201,t1281,6.0,6.0,12.0,24 mins,1 hour 55 mins,42 mins,31 mins,23 mins,leisure,yes
626,71,t71,1.0,6.0,7.0,24 mins,1 hour 56 mins,45 mins,32 mins,24 mins,commuting,yes
627,1093,t1173,2.0,8.0,10.0,26 mins,1 hour 56 mins,48 mins,31 mins,27 mins,errand,yes
628,1202,t1282,6.0,1.0,7.0,24 mins,1 hour 56 mins,40 mins,31 mins,22 mins,commuting,yes
629,1318,t1398,2.0,1.0,3.0,22 mins,1 hour 56 mins,22 mins,32 mins,23 mins,errand,yes
630,35,t35,6.0,2.0,8.0,24 mins,1 hour 57 mins,25 mins,33 mins,24 mins,leisure,no
631,74,t74,1.0,2.0,3.0,24 mins,1 hour 57 mins,23 mins,32 mins,24 mins,leisure,yes
632,262,t262,8.0,2.0,10.0,26 mins,1 hour 57 mins,47 mins,34 mins,26 mins,commuting,no
633,921,t921,6.0,11.0,17.0,19 mins,1 hour 57 mins,35 mins,31 mins,23 mins,errand,yes
634,922,t922,6.0,10.0,16.0,19 mins,1 hour 57 mins,34 mins,32 mins,23 mins,errand,yes
635,960,t960,6.0,11.0,17.0,19 mins,1 hour 57 mins,35 mins,31 mins,23 mins,leisure,no
636,961,t961,6.0,10.0,16.0,19 mins,1 hour 57 mins,35 mins,32 mins,23 mins,leisure,yes
637,1056,t1136,2.0,7.0,9.0,26 mins,1 hour 57 mins,48 mins,31 mins,28 mins,commuting,yes
638,1094,t1174,2.0,7.0,9.0,26 mins,1 hour 57 mins,49 mins,31 mins,27 mins,commuting,yes
639,1317,t1397,2.0,6.0,8.0,22 mins,1 hour 57 mins,24 mins,32 mins,23 mins,commuting,yes
640,263,t263,8.0,2.0,10.0,26 mins,1 hour 58 mins,47 mins,35 mins,26 mins,errand,yes
641,552,t552,2.0,8.0,10.0,24 mins,1 hour 58 mins,52 mins,32 mins,25 mins,leisure,yes
642,560,t560,2.0,6.0,8.0,22 mins,1 hour 58 mins,58 mins,35 mins,25 mins,leisure,no
643,998,t998,11.0,6.0,17.0,19 mins,1 hour 58 mins,34 mins,33 mins,20 mins,commuting,yes
644,999,t999,11.0,6.0,17.0,19 mins,1 hour 58 mins,34 mins,33 mins,20 mins,errand,no
645,247,t247,8.0,2.0,10.0,26 mins,1 hour 59 mins,54 mins,35 mins,26 mins,leisure,no
646,301,t301,7.0,2.0,9.0,26 mins,1 hour 59 mins,47 mins,34 mins,27 mins,leisure,yes
647,302,t302,7.0,2.0,9.0,26 mins,1 hour 59 mins,47 mins,36 mins,26 mins,errand,yes
648,553,t553,2.0,7.0,9.0,24 mins,1 hour 59 mins,52 mins,32 mins,26 mins,errand,yes
649,599,t599,6.0,2.0,8.0,24 mins,1 hour 59 mins,55 mins,35 mins,24 mins,leisure,yes
650,36,t36,6.0,6.0,12.0,16 mins,1 hour 6 mins,26 mins,18 mins,16 mins,errand,yes
651,63,t63,1.0,11.0,12.0,14 mins,1 hour 6 mins,21 mins,17 mins,17 mins,leisure,yes
652,75,t75,1.0,6.0,7.0,16 mins,1 hour 6 mins,24 mins,18 mins,16 mins,errand,yes
653,87,t87,6.0,6.0,12.0,14 mins,1 hour 6 mins,31 mins,20 mins,16 mins,errand,no
654,130,t130,4.0,2.0,6.0,14 mins,1 hour 6 mins,39 mins,19 mins,13 mins,errand,yes
655,227,t227,3.0,6.0,9.0,16 mins,1 hour 6 mins,27 mins,17 mins,12 mins,leisure,yes
656,255,t255,8.0,7.0,15.0,20 mins,1 hour 6 mins,37 mins,18 mins,21 mins,leisure,yes
657,343,t343,7.0,2.0,9.0,15 mins,1 hour 6 mins,32 mins,18 mins,12 mins,commuting,yes
658,392,t392,6.0,6.0,12.0,13 mins,1 hour 6 mins,31 mins,18 mins,17 mins,leisure,yes
659,529,t529,3.0,6.0,9.0,14 mins,1 hour 6 mins,19 mins,22 mins,14 mins,leisure,yes
660,686,t686,5.0,6.0,11.0,14 mins,1 hour 6 mins,29 mins,21 mins,16 mins,errand,yes
661,826,t826,5.0,7.0,12.0,19 mins,1 hour 6 mins,29 mins,18 mins,20 mins,errand,yes
662,864,t864,7.0,8.0,15.0,19 mins,1 hour 6 mins,36 mins,18 mins,21 mins,leisure,no
663,914,t914,6.0,5.0,11.0,15 mins,1 hour 6 mins,34 mins,21 mins,17 mins,errand,yes
664,953,t953,6.0,5.0,11.0,15 mins,1 hour 6 mins,35 mins,21 mins,17 mins,commuting,no
665,976,t976,11.0,1.0,12.0,14 mins,1 hour 6 mins,21 mins,21 mins,14 mins,leisure,yes
666,1171,t1251,2.0,7.0,9.0,17 mins,1 hour 6 mins,26 mins,17 mins,13 mins,errand,yes
667,1188,t1268,2.0,11.0,13.0,10 mins,1 hour 6 mins,21 mins,15 mins,7 mins,commuting,no
668,1355,t1435,6.0,6.0,12.0,14 mins,1 hour 6 mins,27 mins,18 mins,15 mins,commuting,yes
669,1356,t1436,6.0,1.0,7.0,14 mins,1 hour 6 mins,24 mins,17 mins,15 mins,leisure,no
670,1438,t1518,7.0,3.0,10.0,15 mins,1 hour 6 mins,23 mins,22 mins,15 mins,errand,yes
671,10,t10,6.0,5.0,11.0,16 mins,1 hour 7 mins,24 mins,20 mins,16 mins,errand,yes
672,49,t49,1.0,5.0,6.0,16 mins,1 hour 7 mins,22 mins,19 mins,16 mins,errand,yes
673,91,t91,6.0,2.0,8.0,14 mins,1 hour 7 mins,44 mins,20 mins,14 mins,errand,yes
674,154,t154,4.0,4.0,8.0,19 mins,1 hour 7 mins,32 mins,20 mins,15 mins,errand,yes
675,293,t293,7.0,5.0,12.0,20 mins,1 hour 7 mins,32 mins,20 mins,22 mins,leisure,no
676,342,t342,7.0,5.0,12.0,15 mins,1 hour 7 mins,30 mins,18 mins,14 mins,leisure,yes
677,430,t430,5.0,1.0,6.0,15 mins,1 hour 7 mins,22 mins,18 mins,15 mins,commuting,yes
678,461,t461,5.0,6.0,11.0,14 mins,1 hour 7 mins,29 mins,19 mins,14 mins,commuting,yes
679,548,t548,2.0,6.0,8.0,14 mins,1 hour 7 mins,46 mins,19 mins,14 mins,commuting,yes
680,650,t650,3.0,6.0,9.0,17 mins,1 hour 7 mins,37 mins,18 mins,16 mins,leisure,yes
681,651,t651,3.0,6.0,9.0,17 mins,1 hour 7 mins,37 mins,18 mins,16 mins,errand,yes
682,685,t685,5.0,6.0,11.0,14 mins,1 hour 7 mins,28 mins,21 mins,16 mins,commuting,yes
683,865,t865,7.0,7.0,14.0,19 mins,1 hour 7 mins,36 mins,18 mins,22 mins,errand,yes
684,1027,t1107,6.0,3.0,9.0,16 mins,1 hour 7 mins,43 mins,18 mins,15 mins,errand,yes
685,1133,t1213,5.0,7.0,12.0,17 mins,1 hour 7 mins,28 mins,19 mins,14 mins,commuting,yes
686,1206,t1286,6.0,3.0,9.0,15 mins,1 hour 7 mins,24 mins,19 mins,12 mins,business,yes
687,1212,t1292,6.0,5.0,11.0,14 mins,1 hour 7 mins,25 mins,18 mins,14 mins,errand,yes
688,152,t152,4.0,2.0,6.0,14 mins,1 hour 8 mins,30 mins,20 mins,13 mins,errand,yes
689,294,t294,7.0,7.0,14.0,20 mins,1 hour 8 mins,37 mins,19 mins,21 mins,leisure,yes
690,382,t382,8.0,2.0,10.0,15 mins,1 hour 8 mins,22 mins,21 mins,16 mins,commuting,yes
691,429,t429,5.0,6.0,11.0,15 mins,1 hour 8 mins,25 mins,19 mins,16 mins,errand,yes
692,490,t490,5.0,6.0,11.0,14 mins,1 hour 8 mins,18 mins,23 mins,18 mins,leisure,yes
693,491,t491,5.0,6.0,11.0,14 mins,1 hour 8 mins,19 mins,22 mins,19 mins,leisure,yes
694,909,t909,6.0,5.0,11.0,15 mins,1 hour 8 mins,20 mins,22 mins,17 mins,commuting,yes
695,948,t948,6.0,5.0,11.0,15 mins,1 hour 8 mins,21 mins,23 mins,18 mins,commuting,no
696,1172,t1252,2.0,8.0,10.0,17 mins,1 hour 8 mins,21 mins,19 mins,16 mins,commuting,yes
697,1282,t1362,5.0,4.0,9.0,13 mins,1 hour 8 mins,29 mins,19 mins,13 mins,leisure,yes
698,1320,t1400,2.0,4.0,6.0,13 mins,1 hour 8 mins,30 mins,20 mins,13 mins,leisure,no
699,1397,t1477,4.0,4.0,8.0,18 mins,1 hour 8 mins,34 mins,19 mins,15 mins,commuting,yes
700,9,t9,6.0,6.0,12.0,16 mins,1 hour 9 mins,24 mins,21 mins,19 mins,commuting,yes
701,48,t48,1.0,6.0,7.0,16 mins,1 hour 9 mins,35 mins,21 mins,19 mins,leisure,no
702,151,t151,4.0,5.0,9.0,14 mins,1 hour 9 mins,29 mins,20 mins,13 mins,leisure,yes
703,189,t189,8.0,7.0,15.0,16 mins,1 hour 9 mins,34 mins,19 mins,14 mins,errand,yes
704,256,t256,8.0,6.0,14.0,17 mins,1 hour 9 mins,40 mins,20 mins,18 mins,commuting,yes
705,257,t257,8.0,6.0,14.0,17 mins,1 hour 9 mins,40 mins,20 mins,18 mins,leisure,yes
706,390,t390,6.0,6.0,12.0,15 mins,1 hour 9 mins,33 mins,21 mins,18 mins,leisure,yes
707,391,t391,6.0,1.0,7.0,15 mins,1 hour 9 mins,30 mins,20 mins,18 mins,commuting,yes
708,646,t646,3.0,6.0,9.0,15 mins,1 hour 9 mins,36 mins,19 mins,15 mins,leisure,yes
709,647,t647,3.0,6.0,9.0,15 mins,1 hour 9 mins,36 mins,19 mins,15 mins,leisure,yes
710,903,t903,6.0,8.0,14.0,17 mins,1 hour 9 mins,37 mins,18 mins,18 mins,errand,yes
711,913,t913,6.0,3.0,9.0,14 mins,1 hour 9 mins,37 mins,19 mins,15 mins,leisure,yes
712,942,t942,6.0,8.0,14.0,17 mins,1 hour 9 mins,38 mins,18 mins,18 mins,commuting,yes
713,952,t952,6.0,3.0,9.0,14 mins,1 hour 9 mins,38 mins,19 mins,15 mins,commuting,yes
714,1012,t1092,6.0,1.0,7.0,18 mins,1 hour 9 mins,28 mins,20 mins,17 mins,leisure,yes
715,483,t483,5.0,3.0,8.0,24 mins,2 hours 0 mins,41 mins,31 mins,27 mins,commuting,yes
716,286,t286,7.0,2.0,9.0,26 mins,2 hours 1 min,54 mins,35 mins,27 mins,errand,yes
717,522,t522,3.0,3.0,6.0,24 mins,2 hours 1 min,42 mins,32 mins,23 mins,commuting,yes
718,636,t636,3.0,5.0,8.0,25 mins,2 hours 1 min,38 mins,32 mins,28 mins,commuting,yes
719,637,t637,3.0,3.0,6.0,25 mins,2 hours 1 min,38 mins,32 mins,26 mins,errand,yes
720,735,t735,7.0,7.0,14.0,30 mins,2 hours 10 mins,47 mins,38 mins,28 mins,errand,yes
721,1065,t1145,2.0,3.0,5.0,24 mins,2 hours 10 mins,57 mins,34 mins,23 mins,commuting,no
722,1103,t1183,2.0,3.0,5.0,24 mins,2 hours 10 mins,57 mins,34 mins,23 mins,errand,yes
723,1137,t1217,5.0,5.0,10.0,28 mins,2 hours 10 mins,32 mins,39 mins,29 mins,leisure,yes
724,1258,t1338,7.0,7.0,14.0,29 mins,2 hours 10 mins,45 mins,36 mins,27 mins,errand,no
725,498,t498,5.0,5.0,10.0,28 mins,2 hours 11 mins,36 mins,36 mins,31 mins,business,yes
726,652,t652,3.0,2.0,5.0,24 mins,2 hours 11 mins,58 mins,38 mins,23 mins,leisure,yes
727,653,t653,3.0,2.0,5.0,24 mins,2 hours 11 mins,57 mins,39 mins,23 mins,commuting,no
728,1079,t1159,2.0,2.0,4.0,25 mins,2 hours 12 mins,47 mins,36 mins,24 mins,leisure,yes
729,1117,t1197,2.0,2.0,4.0,25 mins,2 hours 12 mins,47 mins,36 mins,23 mins,errand,yes
730,181,t181,8.0,10.0,18.0,22 mins,2 hours 13 mins,38 mins,37 mins,22 mins,leisure,no
731,546,t546,2.0,6.0,8.0,23 mins,2 hours 13 mins,40 mins,38 mins,25 mins,errand,yes
732,1078,t1158,2.0,5.0,7.0,25 mins,2 hours 13 mins,54 mins,36 mins,27 mins,commuting,yes
733,1192,t1272,2.0,2.0,4.0,26 mins,2 hours 13 mins,47 mins,38 mins,24 mins,leisure,yes
734,1219,t1299,6.0,7.0,13.0,29 mins,2 hours 13 mins,41 mins,36 mins,26 mins,errand,yes
735,13,t13,6.0,2.0,8.0,25 mins,2 hours 14 mins,40 mins,37 mins,26 mins,errand,no
736,52,t52,1.0,2.0,3.0,25 mins,2 hours 14 mins,38 mins,37 mins,26 mins,errand,yes
737,180,t180,8.0,11.0,19.0,22 mins,2 hours 14 mins,39 mins,36 mins,22 mins,leisure,yes
738,547,t547,2.0,1.0,3.0,23 mins,2 hours 14 mins,38 mins,38 mins,24 mins,leisure,yes
739,687,t687,5.0,11.0,16.0,26 mins,2 hours 14 mins,31 mins,36 mins,25 mins,commuting,yes
740,688,t688,5.0,10.0,15.0,26 mins,2 hours 14 mins,30 mins,37 mins,26 mins,errand,yes
741,734,t734,7.0,6.0,13.0,30 mins,2 hours 14 mins,44 mins,38 mins,26 mins,leisure,yes
